gender,description,price,stars,reduction
homme,puma basket homme - x-ray tendance 2020 black black - 37260201,"12,500 DA",0.4,0.16
homme,puma basket homme- flyer runner black &white edition softfoam ultra confortable- noir,"9,500 DA",0.45999999999999996,0.26
homme,generix baskets homme - sneakers vxvx - gris&bleu,"2,990 DA",0.45,0.34
homme,hi-tec basket homme - o007407/071 - marron,"6,900 DA",0.45,0.0
homme,new balance basket 574 lifestyle marinho\ms574kta.,"10,999 DA",0.0,0.54
homme,peak baskets unisexe - x-light - ew012blue,"5,600 DA",0.44000000000000006,0.2
homme,reebok basket femme liquifect 180 2.0 - gris,"11,500 DA",0.45,0.0
homme,sayt rlae baskets  - sneakers zigzag -noir,"3,400 DA",0.3,0.24
homme,nike baskets homme - cd5463-100 - blanc,"11,200 DA",0.37,0.0
homme,adidas baskets homme - fx6982 - bleu,"12,500 DA",0.3,0.0
homme,hi-tec basket homme - o007407/091 - multicouleur,"6,900 DA",0.32999999999999996,0.0
homme,adidas baskets homme - fx5500 - blanc,"13,900 DA",0.0,0.0
homme,nike basket homme nike air vapormax flyknit 3  - aj6900-002 - noir & blanc,"33,800 DA",0.5,0.0
homme,skechers basket enfant  - s97858l/bkgy - multicouleur,"6,500 DA",0.0,0.0
homme,adidas basket unisexe junior - sneaker tensaur légère super soft confortable - bleu,"5,900 DA",0.42000000000000004,0.34
homme,nike baskets homme - bq3204-400 - bleu,"9,200 DA",0.42000000000000004,0.0
homme,adidas basket homme showtheway - gris,"8,900 DA",0.47000000000000003,0.0
homme,reebok basket  homme - fx1809 - bleu,"7,900 DA",0.47000000000000003,0.24
homme,sport basket synthétique cuir pour unisexe noir,"4,300 DA",0.36,0.0
homme,adidas basket homme showtheway - grenat,"8,900 DA",0.4,0.0
homme,us polo association basket homme - rouge.,"10,800 DA",0.0,0.26
homme,sayt rlae baskets  - sneakers fashion - blanc&orange,"3,800 DA",0.4,0.22
homme,reebok baskets homme - cn4108 - noir,"9,775 DA",0.43,0.15
homme,baskets homme - beige respirante,"1,499 DA",0.0,0.44
homme,hi-tec basket homme - o007408/041 - bleu,"5,900 DA",0.3,0.0
homme,sayt rlae baskets  - sneakers run - blanc,"2,800 DA",0.0,0.38
homme,hi-tec basket homme - 006136/092 - bleu,"6,900 DA",0.4,0.0
homme,cross hatch baskets montantes plates pour hommes-marron,"5,600 DA",0.35,0.28
homme,nike basket - downshifter 10 - ci9981-002 - noir.,"8,500 DA",0.0,0.37
homme,peak basket unisexe - ew12818e  - powder rose,"8,600 DA",0.0,0.11
homme,palladium basket homme off-grid lo nyl - 77171-010-m,"16,900 DA",0.0,0.0
homme,adidas basket femme fluidstreet - gris,"11,500 DA",0.5,0.0
homme,adidas basket  homme - ef6048 noir,"6,900 DA",0.47000000000000003,0.4
homme,sayt rlae baskets  - sneakers airavata - noir,"2,990 DA",0.32999999999999996,0.34
homme,reebok basket homme running lite 2.0 performance tendance sport et fitness eh2696 -bleu,"7,600 DA",0.5,0.22
homme,adidas baskets homme - vs pace new generation tendance eh0019 - blanc,"6,900 DA",0.4,0.42
homme,adidas baskets enfant - fw3290 - noir / blanc,"4,500 DA",0.45999999999999996,0.4
homme,adidas basket homme terrex agravic tr - fz3266,"12,500 DA",0.0,0.0
homme,sayt rlae basket sayt rlae - noir,"1,550 DA",0.0,0.0
homme,adidas chaussures baskets stan smith adulte m20326,"4,999 DA - 9,200 DA",0.48,0.54
homme,nike basket homme - dh2987-101 - blanc,"8,900 DA",0.0,0.1
homme,skechers basket homme - s237228/bkw - noir,"9,500 DA",0.5,0.2
homme,cross hatch baskets pour homme - gris,"2,900 DA",0.43,0.51
homme,reebok basket  homme - fx1812 - noir & blanc,"7,900 DA",0.43,0.24
homme,s3 basket homme- noir,"3,500 DA",0.3,0.41
homme,adidas basket homme - h01961 - noir,"7,100 DA",0.0,0.1
homme,reebok baskets homme - cn4107 - blanc,"9,775 DA",0.0,0.15
homme,adidas basket homme terrex agravic tr - fz4447,"12,500 DA",0.0,0.0
homme,peak basket unisexe - e01437eblack,"5,640 DA - 9,400 DA",0.47000000000000003,0.4
homme,sayt rlae baskets  - sneakers airavata - beige,"2,990 DA",0.5,0.34
homme,adidas basket unisexe - sneakers breaknet new look sporty classique fx8708 - noir,"6,900 DA",0.41,0.34
homme,nike basket court royale ac \749747 411,"8,500 DA",0.48,0.6
homme,noennamenull baskets homme - sneakers tri - blanc&bleu,"2,990 DA",0.5,0.34
homme,adidas basket homme - eg2656 - noir,"7,900 DA",0.45,0.1
homme,generix baskets homme - sneakers vxvx - gris&beige,"2,990 DA",0.45,0.34
homme,generix baskets homme - sneakers - blanc&bleu,"2,390 DA",0.32,0.47
homme,skechers basket homme - s237128/ccbk - gris,"10,100 DA",0.2,0.25
homme,peak basket unisexe - e12561e  - all black,"6,300 DA",0.0,0.16
homme,adidas basket homme asweetrain - gris,"11,800 DA",0.45,0.0
homme,adidas basket homme - fw1187 - noir,"8,100 DA",0.4,0.31
homme,reebok baskets  homme - ef7788 - noir,"6,200 DA",0.45,0.24
homme,adidas basket  homme en cuir - fx8708 - noir,"7,500 DA",0.0,0.05
homme,reebok basket  homme - fx9623 - noir,"7,900 DA",0.5,0.24
homme,nike basket homme - cj0585-002 - noir & gold,"30,600 DA",0.3,0.0
homme,cross hatch baskets pour homme - vert/gris,"2,600 DA - 2,990 DA",0.39,0.56
homme,generix baskets homme - sneakers vxvx - multi,"2,990 DA",0.4,0.34
homme,adidas basket homme - fy7939 - blanc,"13,100 DA",0.5,0.1
homme,nike basket homme - cd0881-102 - blanc & grise,"21,800 DA",0.0,0.0
homme,caterpillar baskets homme - p724571 - gris,"7,600 DA",0.5,0.3
homme,puma basket homme - st runner v2 nl 365278 08 mode tennis life style confort - bleu,"9,800 DA",0.0,0.29
homme,skechers basket homme - s210037/blk - noir,"7,400 DA",0.0,0.3
homme,skechers basket homme - s220061/bkbl - multicouleur,"8,300 DA",0.47000000000000003,0.43
homme,adidas basket homme terrex ax4 - fz3280,"14,500 DA",0.0,0.0
homme,noennamenull baskets homme - sneakers series- noir,"2,990 DA",0.32999999999999996,0.34
homme,adidas baskets homme - b22705 - blanc,"10,500 DA",0.4,0.0
homme,adidas basket homme - fz3266 - noir,"10,300 DA",0.48,0.1
homme,peak baskets unisexe - eggii - ew021black/white,"5,600 DA",0.38,0.4
homme,nike basket nike sb charge slr \cd6279 001,"7,999 DA",0.4,0.46
homme,palladium basket homme off-grid lo nyl - 77171-072-m,"16,900 DA",0.0,0.0
homme,adidas baskets homme - fv7034 - noir,"5,700 DA",0.45,0.4
homme,reebok basket  homme - fx1227 - gris & bleu,"8,500 DA",0.43,0.23
homme,munich basket homme - sneakers munich massana 338 fashion street - marron,"8,900 DA",0.3,0.36
homme,adidas basket homme - h68182 - noir,"9,100 DA",0.0,0.2
homme,noennamenull baskets homme - sneakers tri - blanc&noir,"2,990 DA",0.0,0.34
homme,peak baskets unisexe - street master - ew02321white,"7,900 DA",0.48,0.28
homme,reebok basket  homme - fx1228 - noir & blanc & rouge,"8,500 DA",0.38,0.23
homme,peak baskets unisexe - street master - ew02321 - blue/pink,"7,900 DA",0.36,0.28
homme,adidas baskets homme - fx5090 - blanc,"13,900 DA",0.0,0.0
homme,peak baskets unisexe - eggii - ew021black,"7,700 DA",0.4,0.18
homme,adidas baskets homme sneakers easy vulc 2.0 tennis tendance fashion street wear - blanc,"6,900 DA",0.5,0.3
homme,noennamenull baskets homme - sneakers gx- noir,"2,800 DA - 3,400 DA",0.45999999999999996,0.38
homme,cross hatch baskets montantes plates pour hommes-gris,"5,250 DA",0.39,0.33
homme,nike baskets enfant nike court borought basse - bq5448-104 - blanc,"8,300 DA",0.5,0.0
homme,skechers basket enfant  - s403603wl/bknv - bleu,"6,900 DA",0.5,0.0
homme,reebok basket  homme - fz0170 - noir,"7,900 DA",0.47000000000000003,0.24
homme,baskets respirations unisexe-rose,"2,900 DA",0.0,0.0
homme,cross hatch basket pour homme - noir,"5,900 DA",0.39,0.0
homme,adidas baskets homme - fw6651 - noir / blanc,"5,880 DA",0.35,0.4
homme,cross hatch baskets pour homme - blanc,"2,400 DA - 2,800 DA",0.37,0.59
homme,nike basket air max graviton m at4525-003,"11,250 DA",0.47000000000000003,0.46
homme,asics basket homme - 1011b040-002 - noir / blanc,"8,550 DA",0.48,0.1
homme,us polo association basket homme - vert militaire,"8,800 DA",0.5,0.39
homme,sayt rlae baskets  - sneakers fashion - blanc&vert,"3,800 DA",0.38,0.22
homme,puma basket confortable - clyde court gw (191712-13) - bleu nuit,"8,999 DA",0.45,0.28
homme,nike baskets homme - bq3204-001 - noir,"8,075 DA",0.43,0.15
homme,cross hatch baskets montantes plates pour hommes-noir,"5,250 DA",0.43,0.33
homme,adidas baskets homme sneakers vl court wh tennis tendance fashion street wear - blanc,"6,950 DA - 9,800 DA",0.48,0.29
homme,nike baskets homme - bq5451-12 - gris,"5,900 DA",0.0,0.0
homme,nike basket air max axis-aa2146006,"11,250 DA",0.32999999999999996,0.51
homme,nike baskets homme - bq3204-002 - noir / blanc,"8,075 DA",0.45,0.15
homme,adidas basket homme retrorunner tendance suéde patronne de la mode simple fv7031- blanc,"7,900 DA",0.44000000000000006,0.28
homme,nike basket unisexe - revolution 5 ultra-confort smooth bq5671-076 - noir/pistache,"8,600 DA",0.48,0.25
homme,adidas basket  homme - eg2521 - noir & gris,"7,400 DA",0.5,0.21
homme,adidas basket running très confortable boost solardrive 19 - fw9610 -  gris,"10,900 DA",0.0,0.25
homme,hummel ensemble homme - core basket jerseyv- bleu police,"3,800 DA",0.5,0.0
homme,hummel baskets homme - kiel - navy,"6,800 DA",0.47000000000000003,0.0
homme,tonypei baskets espadrilles en bache pour homme bleu et blanche,"1,700 DA",0.32999999999999996,0.0
homme,tony-p baskets espadrilles en tissu pour homme noir,"1,650 DA",0.37,0.55
homme,cross hatch baskets pour homme - gris,"3,200 DA",0.38,0.46
homme,cross hatch baskets pour homme - vert olive,"2,400 DA",0.42000000000000004,0.59
homme,adidas basket homme - fy9153 - bleu,"7,700 DA",0.43,0.29
homme,nike baskets homme - ci9981-006 - noir,"9,540 DA",0.5,0.1
homme,puma basket homme - smash v2 l tendance free style en cuir eco - blanc,"8,900 DA",0.0,0.25
homme,k-swiss baskets homme - k06600-002-m - noir,"5,900 DA",0.35,0.54
homme,hummel baskets homme - handewitt - noir,"6,800 DA",0.47000000000000003,0.0
homme,peak basket unisexe - e01937eblack/orange yellow,"5,640 DA - 9,400 DA",0.4,0.4
homme,hi-tec basket homme - o007387/041 - kaki,"8,900 DA",0.0,0.0
homme,adidas basket homme - fz0961 - noir,"7,900 DA",0.0,0.1
homme,skechers basket homme - s17693/bbk - noir,"7,700 DA",0.0,0.43
homme,adidas basket homme - gv9766 - noir,"11,000 DA",0.5,0.15
homme,peak basket unisexe - e12807b  - black/white,"8,600 DA",0.0,0.11
homme,peak basket unisexe - e01438eblack/fluorescent red,"5,280 DA - 8,800 DA",0.4,0.4
homme,reebok basket  homme - fy7747 - blanc,"8,900 DA",0.44000000000000006,0.28
homme,noennamenull baskets homme - sneakers tri - blanc&beige,"2,990 DA",0.43,0.34
homme,k-swiss baskets homme - k06595-037-m - gris,"6,900 DA",0.5,0.3
homme,hi-tec basket homme - o007453/051 - multicouleur,"7,900 DA",0.5,0.0
homme,adidas basket homme grand court se white & black fashion street confort fw3277 - blanc,"8,900 DA",0.47000000000000003,0.21
homme,reebok baskets homme - fy7545 - bleu ciel,"9,520 DA",0.3,0.2
homme,skechers basket femme - s77276/blk - noir,"7,200 DA",0.1,0.42
homme,basket homme 93213 - sneakers homme - noir,"3,500 DA",0.4,0.08
homme,sayt rlae baskets homme - noir respirante,"1,800 DA",0.3,0.12
homme,adidas basket confortable zx flux -eg5410 - bleu-,"9,500 DA",0.38,0.34
homme,skechers basket homme - s210277/tpe - marron,"8,600 DA",0.3,0.25
homme,k-swiss baskets homme - k06998-044-m - noir,"5,500 DA",0.5,0.3
homme,adidas basket homme  sneakesr fluid flow best confort & super soft street running - gris,"10,800 DA",0.44000000000000006,0.22
homme,basket homme  - sneakers homme - bleu,"3,800 DA",0.45,0.0
homme,adidas basket homme - fz3577 - noir,"7,900 DA",0.4,0.1
homme,adidas basket unisexe superstar slip-on avec bandage croisé tendance bz0112 - noir,"8,900 DA",0.45,0.21
homme,k-swiss baskets homme - k06595-410-m - bleu nuit,"6,900 DA",0.44000000000000006,0.3
homme,nike basket femme nike air max dia - ci3898-300 - vert -,"18,700 DA",0.0,0.0
homme,adidas basket swift run aq0863 core - noir - confortable,"7,999 DA",0.42000000000000004,0.36
homme,s3 basket homme-blanche et grise-simili cuir,"4,200 DA",0.36,0.39
homme,adidas baskets homme urbaines 90s valasion noir et blanc ee9892,"7,499 DA",0.5,0.5
homme,nike baskets homme - ci9981-002 - noir,"8,840 DA",0.5,0.15
homme,cross hatch baskets pour homme - noir,"5,900 DA",0.38,0.0
homme,k-swiss baskets homme - k06600-101-m - blanc,"5,900 DA",0.5,0.54
homme,adidas basket homme- sneakers roguera core white tendance vintage 80's cuir- blanc,"6,950 DA",0.37,0.34
homme,adidas baskets homme - swift run ee4443 -  blanc,"7,999 DA",0.0,0.43
homme,skechers baskets homme - s204056/cdb - marron,"14,900 DA",0.5,0.0
homme,sayt rlae baskets  - sneakers lbs - vert,"3,400 DA",0.1,0.24
homme,skechers baskets femme - s117115/gry - blanc/rouge,"10,900 DA",0.0,0.0
homme,adidas baskets enfants - fv3139 - blanc,"10,800 DA",0.4,0.0
homme,reebok basket  homme - fy7745 - bleu,"9,400 DA",0.5,0.24
homme,k-swiss baskets homme - k06998-414-m - bleu nuit,"5,500 DA",0.5,0.3
homme,nike basket zoom gravity \bq3203 500,"12,999 DA",0.0,0.38
homme,adidas baskets homme sneakers easy vulc 2.0 tennis tendance fashion street wear - noir,"6,900 DA",0.5,0.3
homme,nike basket mach runner \303992 414 gris\bleu,"7,999 DA",0.0,0.46
homme,star basket sneakers  noir pour homme,"1,650 DA",0.5,0.55
homme,skechers basket homme - s237201/ccmt - multicouleur,"12,500 DA",0.5,0.0
homme,adidas basket homme - fz3578 - noir,"7,900 DA",0.35,0.1
homme,adidas baskets enfants - fy9840 - blanc,"9,800 DA",0.4,0.0
homme,hummel basket homme - kiel ultra confortable spécial marche et sport orhtopédic -bleuق,"6,200 DA - 6,800 DA",0.2,0.23
homme,nike basket femme - cn7383-300 - green,"28,800 DA",0.0,0.0
homme,skechers baskets homme - s204056/blk - noir,"10,400 DA",0.4,0.25
homme,hi-tec basket homme - 006136/031 - noir,"6,900 DA",0.0,0.0
homme,palladium basket homme off-grid lo lth - 77170-010-m,"18,900 DA",0.0,0.0
homme,adidas basket homme nova flow running performance moderne respirante eh1365 - rouge,"7,600 DA",0.5,0.31
homme,reebok basket femme liquifect 180 2.0 sp - bleu nuit,"11,500 DA",0.4,0.0
homme,adidas basket - runfalcon eg8628 - unisex - gris,"7,899 DA",0.5,0.56
homme,palladium basket homme off-grid lo nyl - 77171-309-m,"16,900 DA",0.0,0.0
homme,adidas basket homme runfalcon 2.0 - noir,"13,200 DA",0.0,0.0
homme,nike basket femme - at6175-300 - vert,"20,100 DA",0.0,0.0
homme,adidas basket homme - fw1452 - noir,"10,300 DA",0.0,0.1
homme,reebok baskets homme - dv8618 - noir,"8,800 DA",0.47000000000000003,0.4
homme,peak basket unisexe - e12587h  - black/white,"8,200 DA",0.0,0.1
homme,noennamenull baskets homme - sneakers series- noir&jaune,"2,990 DA",0.4,0.34
homme,adidas basket homme terrex agravic tr - fw1452,"12,500 DA",0.5,0.0
homme,skechers baskets femme - s167008/choc - marron,"9,900 DA",0.43,0.27
homme,adidas basket homme - sneakers run 70s ultra-confort cuir véritable ee9757 - beige,"10,300 DA",0.45,0.26
homme,baskets respirations unisexe-vert,"2,900 DA",0.0,0.0
homme,nike basket joyride dual prm  - c4t3867 001 - gris,"11,250 DA",0.0,0.0
homme,adidas baskets enfants - fx7520 - blanc,"10,800 DA",0.0,0.0
homme,reebok basket  homme - fx1644 -  noir,"9,400 DA",0.47000000000000003,0.28
homme,puma basket confortable - clyde court gw (191712-08) - gris,"8,999 DA",0.47000000000000003,0.28
homme,peak basket homme  -  da830551  - rouge,"7,400 DA",0.0,0.13
homme,adidas basket homme terrex hyperblue mid - fy9701,"17,900 DA",0.0,0.0
homme,sayt rlae baskets  - sneakers zigzag - blanc,"3,400 DA",0.45,0.24
homme,reebok baskets homme - gw2838 - blanc,"13,500 DA",0.0,0.0
homme,adidas baskets homme - eg4957 - noir,"10,570 DA",0.5,0.24
