gender,description,stars,reduction,new_brand,avg_price,color,uni
homme,reebok basket femme liquifect 180 2.0 - gris,0.45,0.0,reebok,11.5,gris,1
homme,sayt rlae baskets  - sneakers zigzag -noir,0.3,0.24,sayt rlae,3.4,None,1
homme,nike baskets homme - cd5463-100 - blanc,0.37,0.0,nike,11.2,blanc,1
homme,adidas baskets homme - fx6982 - bleu,0.3,0.0,adidas,12.5,bleu,1
homme,hi-tec basket homme - o007407/091 - multicouleur,0.32999999999999996,0.0,hi-tec,6.9,None,1
homme,adidas baskets homme - fx5500 - blanc,0.0,0.0,adidas,13.9,blanc,1
homme,nike basket homme nike air vapormax flyknit 3  - aj6900-002 - noir & blanc,0.5,0.0,nike,33.8,blanc noir,0
homme,skechers basket enfant  - s97858l/bkgy - multicouleur,0.0,0.0,sketchers,6.5,None,1
homme,adidas basket unisexe junior - sneaker tensaur légère super soft confortable - bleu,0.42000000000000004,0.34,adidas,5.9,bleu,1
homme,nike baskets homme - bq3204-400 - bleu,0.42000000000000004,0.0,nike,9.2,bleu,1
homme,adidas basket homme showtheway - gris,0.47000000000000003,0.0,adidas,8.9,gris,1
homme,reebok basket  homme - fx1809 - bleu,0.47000000000000003,0.24,reebok,7.9,bleu,1
homme,sport basket synthétique cuir pour unisexe noir,0.36,0.0,sport,4.3,noir,1
homme,adidas basket homme showtheway - grenat,0.4,0.0,adidas,8.9,grenat,1
homme,us polo association basket homme - rouge.,0.0,0.26,us polo association,10.8,None,1
homme,sayt rlae baskets  - sneakers fashion - blanc&orange,0.4,0.22,sayt rlae,3.8,None,1
homme,reebok baskets homme - cn4108 - noir,0.43,0.15,reebok,9.775,noir,1
homme,hi-tec basket homme - o007408/041 - bleu,0.3,0.0,hi-tec,5.9,bleu,1
homme,sayt rlae baskets  - sneakers run - blanc,0.0,0.38,sayt rlae,2.8,blanc,1
homme,hi-tec basket homme - 006136/092 - bleu,0.4,0.0,hi-tec,6.9,bleu,1
homme,cross hatch baskets montantes plates pour hommes-marron,0.35,0.28,cross hatch,5.6,None,1
homme,nike basket - downshifter 10 - ci9981-002 - noir.,0.0,0.37,nike,8.5,None,1
homme,peak basket unisexe - ew12818e  - powder rose,0.0,0.11,peak,8.6,rose,1
homme,palladium basket homme off-grid lo nyl - 77171-010-m,0.0,0.0,palladium,16.9,None,1
homme,adidas basket femme fluidstreet - gris,0.5,0.0,adidas,11.5,gris,1
homme,adidas basket  homme - ef6048 noir,0.47000000000000003,0.4,adidas,6.9,noir,1
homme,sayt rlae baskets  - sneakers airavata - noir,0.32999999999999996,0.34,sayt rlae,2.99,noir,1
homme,reebok basket homme running lite 2.0 performance tendance sport et fitness eh2696 -bleu,0.5,0.22,reebok,7.6,None,1
homme,adidas baskets homme - vs pace new generation tendance eh0019 - blanc,0.4,0.42,adidas,6.9,blanc,1
homme,adidas baskets enfant - fw3290 - noir / blanc,0.45999999999999996,0.4,adidas,4.5,blanc noir,0
homme,adidas basket homme terrex agravic tr - fz3266,0.0,0.0,adidas,12.5,None,1
homme,sayt rlae basket sayt rlae - noir,0.0,0.0,sayt rlae,1.55,noir,1
homme,adidas chaussures baskets stan smith adulte m20326,0.48,0.54,adidas chaussures,7.0995,None,1
homme,nike basket homme - dh2987-101 - blanc,0.0,0.1,nike,8.9,blanc,1
homme,skechers basket homme - s237228/bkw - noir,0.5,0.2,sketchers,9.5,noir,1
homme,cross hatch baskets pour homme - gris,0.43,0.51,cross hatch,2.9,gris,1
homme,reebok basket  homme - fx1812 - noir & blanc,0.43,0.24,reebok,7.9,blanc noir,0
homme,s3 basket homme- noir,0.3,0.41,s3,3.5,noir,1
homme,adidas basket homme - h01961 - noir,0.0,0.1,adidas,7.1,noir,1
homme,reebok baskets homme - cn4107 - blanc,0.0,0.15,reebok,9.775,blanc,1
homme,adidas basket homme terrex agravic tr - fz4447,0.0,0.0,adidas,12.5,None,1
homme,peak basket unisexe - e01437eblack,0.47000000000000003,0.4,peak,7.52,None,1
homme,sayt rlae baskets  - sneakers airavata - beige,0.5,0.34,sayt rlae,2.99,beige,1
homme,adidas basket unisexe - sneakers breaknet new look sporty classique fx8708 - noir,0.41,0.34,adidas,6.9,noir,1
homme,nike basket court royale ac \749747 411,0.48,0.6,nike,8.5,None,1
homme,noennamenull baskets homme - sneakers tri - blanc&bleu,0.5,0.34,no name,2.99,None,1
homme,adidas basket homme - eg2656 - noir,0.45,0.1,adidas,7.9,noir,1
homme,generix baskets homme - sneakers vxvx - gris&beige,0.45,0.34,generix,2.99,None,1
homme,generix baskets homme - sneakers - blanc&bleu,0.32,0.47,generix,2.39,None,1
homme,skechers basket homme - s237128/ccbk - gris,0.2,0.25,sketchers,10.1,gris,1
homme,peak basket unisexe - e12561e  - all black,0.0,0.16,peak,6.3,black,1
homme,adidas basket homme asweetrain - gris,0.45,0.0,adidas,11.8,gris,1
homme,adidas basket homme - fw1187 - noir,0.4,0.31,adidas,8.1,noir,1
homme,reebok baskets  homme - ef7788 - noir,0.45,0.24,reebok,6.2,noir,1
homme,adidas basket  homme en cuir - fx8708 - noir,0.0,0.05,adidas,7.5,noir,1
homme,reebok basket  homme - fx9623 - noir,0.5,0.24,reebok,7.9,noir,1
homme,nike basket homme - cj0585-002 - noir & gold,0.3,0.0,nike,30.6,gold noir,0
homme,cross hatch baskets pour homme - vert/gris,0.39,0.56,cross hatch,2.795,None,1
homme,generix baskets homme - sneakers vxvx - multi,0.4,0.34,generix,2.99,None,1
homme,adidas basket homme - fy7939 - blanc,0.5,0.1,adidas,13.1,blanc,1
homme,nike basket homme - cd0881-102 - blanc & grise,0.0,0.0,nike,21.8,blanc,1
homme,caterpillar baskets homme - p724571 - gris,0.5,0.3,caterpillar,7.6,gris,1
homme,puma basket homme - st runner v2 nl 365278 08 mode tennis life style confort - bleu,0.0,0.29,puma,9.8,bleu,1
homme,skechers basket homme - s210037/blk - noir,0.0,0.3,sketchers,7.4,noir,1
homme,skechers basket homme - s220061/bkbl - multicouleur,0.47000000000000003,0.43,sketchers,8.3,None,1
homme,adidas basket homme terrex ax4 - fz3280,0.0,0.0,adidas,14.5,None,1
homme,noennamenull baskets homme - sneakers series- noir,0.32999999999999996,0.34,no name,2.99,noir,1
homme,adidas baskets homme - b22705 - blanc,0.4,0.0,adidas,10.5,blanc,1
homme,adidas basket homme - fz3266 - noir,0.48,0.1,adidas,10.3,noir,1
homme,peak baskets unisexe - eggii - ew021black/white,0.38,0.4,peak,5.6,None,1
homme,nike basket nike sb charge slr \cd6279 001,0.4,0.46,nike,7.999,None,1
homme,palladium basket homme off-grid lo nyl - 77171-072-m,0.0,0.0,palladium,16.9,None,1
homme,adidas baskets homme - fv7034 - noir,0.45,0.4,adidas,5.7,noir,1
homme,reebok basket  homme - fx1227 - gris & bleu,0.43,0.23,reebok,8.5,bleu gris,0
homme,munich basket homme - sneakers munich massana 338 fashion street - marron,0.3,0.36,munich,8.9,marron,1
homme,adidas basket homme - h68182 - noir,0.0,0.2,adidas,9.1,noir,1
homme,noennamenull baskets homme - sneakers tri - blanc&noir,0.0,0.34,no name,2.99,None,1
homme,peak baskets unisexe - street master - ew02321white,0.48,0.28,peak,7.9,None,1
homme,reebok basket  homme - fx1228 - noir & blanc & rouge,0.38,0.23,reebok,8.5,rouge blanc noir,0
homme,peak baskets unisexe - street master - ew02321 - blue/pink,0.36,0.28,peak,7.9,None,1
homme,adidas baskets homme - fx5090 - blanc,0.0,0.0,adidas,13.9,blanc,1
homme,peak baskets unisexe - eggii - ew021black,0.4,0.18,peak,7.7,None,1
homme,adidas baskets homme sneakers easy vulc 2.0 tennis tendance fashion street wear - blanc,0.5,0.3,adidas,6.9,blanc,1
homme,noennamenull baskets homme - sneakers gx- noir,0.45999999999999996,0.38,no name,3.1,noir,1
homme,cross hatch baskets montantes plates pour hommes-gris,0.39,0.33,cross hatch,5.25,None,1
homme,nike baskets enfant nike court borought basse - bq5448-104 - blanc,0.5,0.0,nike,8.3,blanc,1
homme,skechers basket enfant  - s403603wl/bknv - bleu,0.5,0.0,sketchers,6.9,bleu,1
homme,reebok basket  homme - fz0170 - noir,0.47000000000000003,0.24,reebok,7.9,noir,1
homme,cross hatch basket pour homme - noir,0.39,0.0,cross hatch,5.9,noir,1
homme,adidas baskets homme - fw6651 - noir / blanc,0.35,0.4,adidas,5.88,blanc noir,0
homme,cross hatch baskets pour homme - blanc,0.37,0.59,cross hatch,2.6,blanc,1
homme,nike basket air max graviton m at4525-003,0.47000000000000003,0.46,nike,11.25,None,1
homme,asics basket homme - 1011b040-002 - noir / blanc,0.48,0.1,asics,8.55,blanc noir,0
homme,us polo association basket homme - vert militaire,0.5,0.39,us polo association,8.8,vert,1
homme,sayt rlae baskets  - sneakers fashion - blanc&vert,0.38,0.22,sayt rlae,3.8,None,1
homme,puma basket confortable - clyde court gw (191712-13) - bleu nuit,0.45,0.28,puma,8.999,bleu,1
homme,nike baskets homme - bq3204-001 - noir,0.43,0.15,nike,8.075,noir,1
homme,cross hatch baskets montantes plates pour hommes-noir,0.43,0.33,cross hatch,5.25,None,1
homme,adidas baskets homme sneakers vl court wh tennis tendance fashion street wear - blanc,0.48,0.29,adidas,8.375,blanc,1
homme,nike baskets homme - bq5451-12 - gris,0.0,0.0,nike,5.9,gris,1
homme,nike basket air max axis-aa2146006,0.32999999999999996,0.51,nike,11.25,None,1
homme,nike baskets homme - bq3204-002 - noir / blanc,0.45,0.15,nike,8.075,blanc noir,0
homme,adidas basket homme retrorunner tendance suéde patronne de la mode simple fv7031- blanc,0.44000000000000006,0.28,adidas,7.9,blanc,1
homme,nike basket unisexe - revolution 5 ultra-confort smooth bq5671-076 - noir/pistache,0.48,0.25,nike,8.6,None,1
homme,adidas basket  homme - eg2521 - noir & gris,0.5,0.21,adidas,7.4,gris noir,0
homme,adidas basket running très confortable boost solardrive 19 - fw9610 -  gris,0.0,0.25,adidas,10.9,gris,1
homme,hummel ensemble homme - core basket jerseyv- bleu police,0.5,0.0,hummel,3.8,bleu,1
homme,hummel baskets homme - kiel - navy,0.47000000000000003,0.0,hummel,6.8,None,1
homme,tonypei baskets espadrilles en bache pour homme bleu et blanche,0.32999999999999996,0.0,tonypei,1.7,blanche bleu,0
homme,tony-p baskets espadrilles en tissu pour homme noir,0.37,0.55,tony-p,1.65,noir,1
homme,cross hatch baskets pour homme - gris,0.38,0.46,cross hatch,3.2,gris,1
homme,cross hatch baskets pour homme - vert olive,0.42000000000000004,0.59,cross hatch,2.4,vert,1
homme,adidas basket homme - fy9153 - bleu,0.43,0.29,adidas,7.7,bleu,1
homme,nike baskets homme - ci9981-006 - noir,0.5,0.1,nike,9.54,noir,1
homme,puma basket homme - smash v2 l tendance free style en cuir eco - blanc,0.0,0.25,puma,8.9,blanc,1
homme,k-swiss baskets homme - k06600-002-m - noir,0.35,0.54,k-swiss,5.9,noir,1
homme,hummel baskets homme - handewitt - noir,0.47000000000000003,0.0,hummel,6.8,noir,1
homme,peak basket unisexe - e01937eblack/orange yellow,0.4,0.4,peak,7.52,None,1
homme,hi-tec basket homme - o007387/041 - kaki,0.0,0.0,hi-tec,8.9,kaki,1
homme,adidas basket homme - fz0961 - noir,0.0,0.1,adidas,7.9,noir,1
homme,skechers basket homme - s17693/bbk - noir,0.0,0.43,sketchers,7.7,noir,1
homme,adidas basket homme - gv9766 - noir,0.5,0.15,adidas,11.0,noir,1
homme,peak basket unisexe - e12807b  - black/white,0.0,0.11,peak,8.6,None,1
homme,peak basket unisexe - e01438eblack/fluorescent red,0.4,0.4,peak,7.04,None,1
homme,reebok basket  homme - fy7747 - blanc,0.44000000000000006,0.28,reebok,8.9,blanc,1
homme,noennamenull baskets homme - sneakers tri - blanc&beige,0.43,0.34,no name,2.99,None,1
homme,k-swiss baskets homme - k06595-037-m - gris,0.5,0.3,k-swiss,6.9,gris,1
homme,hi-tec basket homme - o007453/051 - multicouleur,0.5,0.0,hi-tec,7.9,None,1
homme,adidas basket homme grand court se white & black fashion street confort fw3277 - blanc,0.47000000000000003,0.21,adidas,8.9,blanc black,0
homme,reebok baskets homme - fy7545 - bleu ciel,0.3,0.2,reebok,9.52,bleu,1
homme,skechers basket femme - s77276/blk - noir,0.1,0.42,sketchers,7.2,noir,1
homme,sayt rlae baskets homme - noir respirante,0.3,0.12,sayt rlae,1.8,noir,1
homme,adidas basket confortable zx flux -eg5410 - bleu-,0.38,0.34,adidas,9.5,None,1
homme,skechers basket homme - s210277/tpe - marron,0.3,0.25,sketchers,8.6,marron,1
homme,k-swiss baskets homme - k06998-044-m - noir,0.5,0.3,k-swiss,5.5,noir,1
homme,adidas basket homme  sneakesr fluid flow best confort & super soft street running - gris,0.44000000000000006,0.22,adidas,10.8,gris,1
homme,adidas basket homme - fz3577 - noir,0.4,0.1,adidas,7.9,noir,1
homme,adidas basket unisexe superstar slip-on avec bandage croisé tendance bz0112 - noir,0.45,0.21,adidas,8.9,noir,1
homme,k-swiss baskets homme - k06595-410-m - bleu nuit,0.44000000000000006,0.3,k-swiss,6.9,bleu,1
homme,nike basket femme nike air max dia - ci3898-300 - vert -,0.0,0.0,nike,18.7,vert,1
homme,adidas basket swift run aq0863 core - noir - confortable,0.42000000000000004,0.36,adidas,7.999,noir,1
homme,s3 basket homme-blanche et grise-simili cuir,0.36,0.39,s3,4.2,None,1
homme,adidas baskets homme urbaines 90s valasion noir et blanc ee9892,0.5,0.5,adidas,7.499,blanc noir,0
homme,nike baskets homme - ci9981-002 - noir,0.5,0.15,nike,8.84,noir,1
homme,cross hatch baskets pour homme - noir,0.38,0.0,cross hatch,5.9,noir,1
homme,k-swiss baskets homme - k06600-101-m - blanc,0.5,0.54,k-swiss,5.9,blanc,1
homme,adidas basket homme- sneakers roguera core white tendance vintage 80's cuir- blanc,0.37,0.34,adidas,6.95,blanc,1
homme,adidas baskets homme - swift run ee4443 -  blanc,0.0,0.43,adidas,7.999,blanc,1
homme,skechers baskets homme - s204056/cdb - marron,0.5,0.0,sketchers,14.9,marron,1
homme,sayt rlae baskets  - sneakers lbs - vert,0.1,0.24,sayt rlae,3.4,vert,1
homme,skechers baskets femme - s117115/gry - blanc/rouge,0.0,0.0,sketchers,10.9,None,1
homme,adidas baskets enfants - fv3139 - blanc,0.4,0.0,adidas,10.8,blanc,1
homme,reebok basket  homme - fy7745 - bleu,0.5,0.24,reebok,9.4,bleu,1
homme,k-swiss baskets homme - k06998-414-m - bleu nuit,0.5,0.3,k-swiss,5.5,bleu,1
homme,nike basket zoom gravity \bq3203 500,0.0,0.38,nike,12.999,None,1
homme,adidas baskets homme sneakers easy vulc 2.0 tennis tendance fashion street wear - noir,0.5,0.3,adidas,6.9,noir,1
homme,nike basket mach runner \303992 414 gris\bleu,0.0,0.46,nike,7.999,None,1
homme,star basket sneakers  noir pour homme,0.5,0.55,star,1.65,noir,1
homme,skechers basket homme - s237201/ccmt - multicouleur,0.5,0.0,sketchers,12.5,None,1
homme,adidas basket homme - fz3578 - noir,0.35,0.1,adidas,7.9,noir,1
homme,adidas baskets enfants - fy9840 - blanc,0.4,0.0,adidas,9.8,blanc,1
homme,hummel basket homme - kiel ultra confortable spécial marche et sport orhtopédic -bleuق,0.2,0.23,hummel,6.5,None,1
homme,nike basket femme - cn7383-300 - green,0.0,0.0,nike,28.8,None,1
homme,skechers baskets homme - s204056/blk - noir,0.4,0.25,sketchers,10.4,noir,1
homme,hi-tec basket homme - 006136/031 - noir,0.0,0.0,hi-tec,6.9,noir,1
homme,palladium basket homme off-grid lo lth - 77170-010-m,0.0,0.0,palladium,18.9,None,1
homme,adidas basket homme nova flow running performance moderne respirante eh1365 - rouge,0.5,0.31,adidas,7.6,rouge,1
homme,reebok basket femme liquifect 180 2.0 sp - bleu nuit,0.4,0.0,reebok,11.5,bleu,1
homme,adidas basket - runfalcon eg8628 - unisex - gris,0.5,0.56,adidas,7.899,gris,1
homme,palladium basket homme off-grid lo nyl - 77171-309-m,0.0,0.0,palladium,16.9,None,1
homme,adidas basket homme runfalcon 2.0 - noir,0.0,0.0,adidas,13.2,noir,1
homme,nike basket femme - at6175-300 - vert,0.0,0.0,nike,20.1,vert,1
homme,adidas basket homme - fw1452 - noir,0.0,0.1,adidas,10.3,noir,1
homme,reebok baskets homme - dv8618 - noir,0.47000000000000003,0.4,reebok,8.8,noir,1
homme,peak basket unisexe - e12587h  - black/white,0.0,0.1,peak,8.2,None,1
homme,noennamenull baskets homme - sneakers series- noir&jaune,0.4,0.34,no name,2.99,None,1
homme,adidas basket homme terrex agravic tr - fw1452,0.5,0.0,adidas,12.5,None,1
homme,skechers baskets femme - s167008/choc - marron,0.43,0.27,sketchers,9.9,marron,1
homme,adidas basket homme - sneakers run 70s ultra-confort cuir véritable ee9757 - beige,0.45,0.26,adidas,10.3,beige,1
homme,nike basket joyride dual prm  - c4t3867 001 - gris,0.0,0.0,nike,11.25,gris,1
homme,adidas baskets enfants - fx7520 - blanc,0.0,0.0,adidas,10.8,blanc,1
homme,reebok basket  homme - fx1644 -  noir,0.47000000000000003,0.28,reebok,9.4,noir,1
homme,puma basket confortable - clyde court gw (191712-08) - gris,0.47000000000000003,0.28,puma,8.999,gris,1
homme,peak basket homme  -  da830551  - rouge,0.0,0.13,peak,7.4,rouge,1
homme,adidas basket homme terrex hyperblue mid - fy9701,0.0,0.0,adidas,17.9,None,1
homme,sayt rlae baskets  - sneakers zigzag - blanc,0.45,0.24,sayt rlae,3.4,blanc,1
homme,reebok baskets homme - gw2838 - blanc,0.0,0.0,reebok,13.5,blanc,1
homme,adidas baskets homme - eg4957 - noir,0.5,0.24,adidas,10.57,noir,1
